City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,albany,42.6001,-73.9662,12.07,54,24,0.89,US,1707514138
1,puerto natales,-51.7236,-72.4875,20.25,34,0,9.26,CL,1707514138
2,san patricio,28.017,-97.5169,26.97,58,100,2.92,US,1707514138
3,tucuma,-0.1833,-50.05,27.39,81,75,3.55,BR,1707514139
4,west island,-12.1568,96.8225,26.99,78,35,4.63,CC,1707513556
5,karratha,-20.7377,116.8463,30.11,55,3,3.74,AU,1707514139
6,berdigestyakh,62.0989,126.6992,-28.57,99,100,1.18,RU,1707514140
7,jamestown,42.097,-79.2353,15.77,58,20,5.14,US,1707513484
8,santiago del torno,-17.9833,-63.3833,26.42,49,62,4.8,BO,1707514140
9,port mathurin,-19.6833,63.4167,26.52,80,98,10.5,MU,1707514140
10,puerto ayora,-0.7393,-90.3518,30.98,89,95,3.13,EC,1707514141
11,igarka,67.4667,86.5833,-16.14,93,99,5.24,RU,1707514141
12,ola,59.5833,151.2833,-30.01,88,24,3.66,RU,1707514141
13,st. john's,47.5649,-52.7093,-1.23,95,100,6.71,CA,1707514143
14,newman,37.3138,-121.0208,13.41,75,87,3.13,US,1707514144
15,port-aux-francais,-49.35,70.2167,7.7,98,89,13.09,TF,1707514145
16,yellowknife,62.456,-114.3525,-16.44,84,75,4.12,CA,1707514156
17,grytviken,-54.2811,-36.5092,4.13,92,75,4.35,GS,1707514157
18,adamstown,-25.066,-130.1015,24.98,93,100,9.62,PN,1707514157
19,port sudan,19.6175,37.2164,23.4,69,2,3.25,SD,1707514158
20,ribeira grande,38.5167,-28.7,14.32,88,75,2.57,PT,1707514158
21,bilibino,68.0546,166.4372,-27.43,99,100,0.56,RU,1707514158
22,hawaiian paradise park,19.5933,-154.9731,24.46,81,40,3.09,US,1707514159
23,olonkinbyen,70.9221,-8.7187,-3.0,64,8,5.34,SJ,1707513923
24,orsa,54.5153,30.4053,-4.23,90,100,2.19,BY,1707514160
25,blackmans bay,-43.0167,147.3167,12.63,59,26,0.89,AU,1707514160
26,nova vicosa,-17.8919,-39.3719,23.36,92,10,2.03,BR,1707514161
27,preveza,38.95,20.75,8.95,100,20,2.06,GR,1707514161
28,margate,51.3813,1.3862,10.94,90,99,3.13,GB,1707513953
29,edinburgh of the seven seas,-37.0676,-12.3116,19.7,93,100,10.65,SH,1707514162
30,masvingo,-20.0637,30.8277,21.22,66,26,2.14,ZW,1707514162
31,stanley,54.868,-1.6985,5.85,93,100,4.63,GB,1707514163
32,la passe,45.5549,-0.8967,11.13,91,100,4.22,FR,1707514163
33,bahawalpur,29.4,71.6833,15.27,21,0,1.83,PK,1707514164
34,yokadouma,3.5167,15.05,24.89,33,62,0.41,CM,1707514164
35,minas de marcona,-15.2119,-75.1103,23.75,64,8,7.18,PE,1707514164
36,nova sintra,14.8667,-24.7167,21.55,71,0,8.49,CV,1707514165
37,udachny,66.4167,112.4,-32.53,67,99,1.16,RU,1707514165
38,crane,31.3974,-102.3501,18.15,17,100,6.58,US,1707514166
39,tutoia,-2.7619,-42.2744,27.75,80,92,6.02,BR,1707514166
40,hastings,50.8552,0.5729,11.1,88,99,9.84,GB,1707514166
41,papatowai,-46.5619,169.4708,11.18,89,96,6.86,NZ,1707514167
42,mount gambier,-37.8333,140.7667,12.94,74,35,2.5,AU,1707514168
43,invercargill,-46.4,168.35,10.57,93,100,2.68,NZ,1707514168
44,south mackay,-21.1621,149.1881,25.95,75,38,5.61,AU,1707514168
45,college,64.8569,-147.8028,-6.22,72,75,0.45,US,1707514169
46,broome,42.2506,-75.833,14.22,63,20,4.12,US,1707514169
47,kavieng,-2.5744,150.7967,27.3,82,100,3.5,PG,1707514169
48,atbasar,51.8,68.3333,-8.79,90,64,6.38,KZ,1707514170
49,valley city,46.9233,-98.0032,-1.71,100,100,10.29,US,1707514170
50,georgetown,5.4112,100.3354,26.96,75,20,2.06,MY,1707514171
51,kuraymah,18.55,31.85,19.58,19,30,4.61,SD,1707514171
52,ochsenfurt,49.6643,10.0623,11.8,95,100,2.88,DE,1707514171
53,afif,23.9065,42.9172,18.32,36,72,7.96,SA,1707514172
54,waitangi,-43.9535,-176.5597,16.57,73,0,2.68,NZ,1707514172
55,singkil,-7.9855,111.4161,24.52,91,50,0.99,ID,1707514172
56,bethel,41.3712,-73.414,11.54,67,36,1.79,US,1707514166
57,ilulissat,69.2167,-51.1,-13.99,43,40,2.57,GL,1707514173
58,awjilah,29.1081,21.2869,15.18,39,0,2.83,LY,1707514173
59,atafu village,-8.5421,-172.5159,29.31,73,100,5.54,TK,1707514174
60,juticalpa,14.65,-86.2,32.08,35,0,3.54,HN,1707514174
61,hermanus,-34.4187,19.2345,16.0,78,40,3.94,ZA,1707514175
62,vernon,50.2581,-119.2691,5.34,50,24,1.03,CA,1707514175
63,kangding,30.0513,101.9603,-3.99,59,60,3.51,CN,1707514175
64,ushuaia,-54.8,-68.3,11.81,71,75,8.23,AR,1707514176
65,tiksi,71.6872,128.8694,-23.44,100,100,2.0,RU,1707514176
66,iqaluit,63.7506,-68.5145,-28.15,63,20,4.63,CA,1707514177
67,nouadhibou,20.931,-17.0347,21.99,49,12,4.12,MR,1707514177
68,quetta,30.199,67.0097,6.61,44,0,0.89,PK,1707514178
69,kapuskasing,49.4169,-82.4331,4.05,100,100,4.12,CA,1707514178
70,thompson,55.7435,-97.8558,-14.91,78,100,3.09,CA,1707514178
71,punta arenas,-53.15,-70.9167,16.06,55,75,10.29,CL,1707514179
72,queenstown,-31.8976,26.8753,16.44,85,67,1.8,ZA,1707514179
73,port alfred,-33.5906,26.891,17.32,93,30,1.34,ZA,1707514180
74,muricay,7.8275,123.4782,23.42,95,29,1.79,PH,1707514180
75,happy valley-goose bay,53.3168,-60.3315,-0.83,59,100,2.06,CA,1707514180
76,panaba,21.2833,-88.2667,29.65,41,25,8.89,MX,1707514181
77,la gi,10.6667,107.7833,22.79,87,48,5.7,VN,1707514181
78,tual,-5.6667,132.75,28.69,80,74,7.08,ID,1707514181
79,leticia,-4.2153,-69.9406,32.03,70,40,1.03,CO,1707514182
80,plerin,48.5425,-2.7798,10.18,92,75,3.6,FR,1707514182
81,xining,36.6167,101.7667,-8.79,56,0,1.32,CN,1707514182
82,luau,-10.7073,22.2247,19.02,98,100,1.26,AO,1707514183
83,i-n-salah,27.1935,2.4607,19.33,12,100,3.28,DZ,1707514183
84,guerrero negro,27.9769,-114.0611,15.12,60,100,7.74,MX,1707514183
85,zaozersk,69.4005,32.4476,-16.62,93,100,1.95,RU,1707514184
86,anadyr,64.75,177.4833,-15.72,84,40,7.0,RU,1707514184
87,nemuro,43.3236,145.575,-4.59,79,100,0.48,JP,1707514185
88,fort bragg,35.139,-79.006,16.75,67,20,4.12,US,1707514185
89,funafuti,-8.5243,179.1942,29.0,84,75,0.51,TV,1707514185
90,isafjordur,66.0755,-23.124,-1.36,60,100,8.79,IS,1707514186
91,wailua homesteads,22.0669,-159.378,24.24,76,40,3.09,US,1707514186
92,kismayo,-0.3582,42.5454,27.08,84,20,6.7,SO,1707514187
93,lospalos,-8.5186,127.0025,23.24,93,58,2.67,TL,1707514187
94,lycksele,64.5954,18.6735,-20.07,84,99,2.57,SE,1707514188
95,reyes,-14.3167,-67.3833,32.6,51,96,3.13,BO,1707514188
96,pativilca,-10.7,-77.7833,24.28,83,31,4.95,PE,1707514188
97,iskateley,67.6803,53.1512,-14.43,95,98,3.58,RU,1707514189
98,dahab,28.501,34.5134,18.49,46,0,5.47,EG,1707514189
99,margaret river,-33.95,115.0667,20.22,53,0,3.27,AU,1707514189
100,serowe,-22.3833,26.7167,24.79,57,41,2.93,BW,1707514190
101,yaren,-0.5472,166.916,28.86,74,100,5.43,NR,1707514190
102,bikenibeu village,1.3673,173.1241,27.98,89,100,3.78,KI,1707514191
103,masterton,-40.9597,175.6575,20.06,60,27,5.41,NZ,1707514191
104,ballycastle,55.2044,-6.243,6.41,90,100,11.04,GB,1707514191
105,praia da vitoria,38.7333,-27.0667,14.14,82,20,1.86,PT,1707514192
106,badger,64.8,-147.5333,-6.27,74,100,0.0,US,1707514192
107,mermoz boabab,14.7065,-17.4758,24.31,88,0,4.12,SN,1707514193
108,whitehorse,60.7161,-135.0538,-8.88,82,75,10.29,CA,1707513970
109,port elizabeth,-33.918,25.5701,19.5,79,20,5.66,ZA,1707513957
110,mana,5.6592,-53.7767,27.49,75,22,4.6,GF,1707514194
111,bubaque,11.2833,-15.8333,26.45,76,0,7.35,GW,1707514194
112,callao,-12.0667,-77.15,30.16,58,40,4.12,PE,1707514195
113,lebu,-37.6167,-73.65,16.65,73,62,4.66,CL,1707514195
114,nyaungdon,17.0333,95.65,18.87,56,11,1.92,MM,1707514196
115,jhang sadr,31.2715,72.3284,11.22,24,0,2.6,PK,1707514196
116,avarua,-21.2078,-159.775,29.03,70,75,9.77,CK,1707514196
117,qaqortoq,60.7167,-46.0333,-11.27,65,100,3.79,GL,1707514197
118,utrik,11.2278,169.8474,26.08,78,100,10.53,MH,1707514197
119,fale old settlement,-9.3852,-171.2468,28.52,81,100,5.6,TK,1707514197
120,dryden,49.7833,-92.7503,-7.84,86,100,5.14,CA,1707514198
121,espanola,35.9911,-106.0806,6.82,35,42,0.89,US,1707514198
122,hithadhoo,-0.6,73.0833,28.21,69,80,6.67,MV,1707514199
123,kununurra,-15.7667,128.7333,25.99,94,75,1.54,AU,1707514199
124,usogorsk,63.4106,48.6872,-21.3,100,89,1.35,RU,1707514199
125,nezhinka,51.7676,55.3694,-12.91,85,0,5.0,RU,1707514200
126,porecatu,-22.7558,-51.3792,28.87,51,100,1.06,BR,1707514201
127,whakatane,-37.9585,176.9854,23.06,79,92,2.24,NZ,1707514202
128,okha,53.5739,142.9478,-27.76,100,86,2.05,RU,1707514205
129,polyarnyy,69.1989,33.4478,-14.76,90,100,2.73,RU,1707514206
130,marco island,25.9363,-81.7157,26.13,53,75,6.69,US,1707514207
131,pacasmayo,-7.4006,-79.5714,26.73,76,13,6.26,PE,1707514208
132,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,5.14,EC,1707514208
133,opuwo,-18.0607,13.84,23.23,64,95,3.8,NA,1707514209
134,nantucket,41.2835,-70.0995,6.08,75,0,5.14,US,1707514210
135,rawson,-43.3002,-65.1023,28.12,22,26,9.17,AR,1707514210
136,imperatriz,-5.5264,-47.4917,29.03,70,75,2.06,BR,1707514211
137,port saint john's,-31.6229,29.5448,21.71,93,99,7.23,ZA,1707514211
138,santa cruz,-17.8,-63.1667,27.03,65,75,5.66,BO,1707514212
139,malanje,-9.5402,16.341,19.01,95,32,1.33,AO,1707514212
140,kuta,-8.7233,115.1723,25.97,100,40,0.51,ID,1707514213
141,leh,34.1667,77.5833,-19.48,39,0,3.48,IN,1707514213
142,lockwood,45.8191,-108.4149,2.45,82,75,4.12,US,1707514214
143,olyokminsk,60.3736,120.4264,-25.63,100,99,0.71,RU,1707514214
144,eyl,7.9803,49.8164,24.66,73,19,7.3,SO,1707514215
145,laughlin,35.1678,-114.573,14.48,50,0,6.69,US,1707514215
146,alice springs,-23.7,133.8833,25.68,32,59,3.6,AU,1707514081
147,westport,41.1415,-73.3579,11.46,65,0,4.12,US,1707514083
148,iskushuban,10.2837,50.23,21.9,78,43,5.11,SO,1707514216
149,el haouaria,37.05,11.0144,18.01,33,100,10.75,TN,1707514217
150,acarau,-2.8856,-40.12,27.94,77,54,6.4,BR,1707513926
151,codrington,-38.2667,141.9667,16.29,65,29,6.21,AU,1707514218
152,toba tek singh,30.9743,72.4827,10.53,26,0,2.65,PK,1707514218
153,swift current,50.2834,-107.8014,-5.55,93,100,9.77,CA,1707514219
154,kargopol',61.5071,38.9456,-22.75,100,100,1.28,RU,1707514220
155,mount pearl,47.5166,-52.7813,-1.69,95,100,4.12,CA,1707514107
156,acopiara,-6.0953,-39.4525,26.17,69,90,3.13,BR,1707513923
157,altay,47.8667,88.1167,-7.04,68,95,3.26,CN,1707514221
158,cairns north,-16.9061,145.7567,26.15,91,75,4.63,AU,1707514221
159,antsiranana,-12.2787,49.2917,25.03,89,100,1.56,MG,1707514222
160,palikir - national government center,6.9248,158.1611,28.47,78,100,4.12,FM,1707514223
161,bredasdorp,-34.5322,20.0403,16.88,82,35,2.46,ZA,1707514223
162,kargat,55.1956,80.2811,1.69,99,100,11.78,RU,1707514224
163,dudinka,69.4058,86.1778,-23.51,87,97,2.68,RU,1707514225
164,miri,4.4148,114.0089,25.08,100,40,1.03,MY,1707514225
165,humaita,-7.5061,-63.0208,29.12,81,100,0.7,BR,1707514226
166,longyearbyen,78.2186,15.6401,-5.09,68,40,8.23,SJ,1707514226
167,vorgashor,67.5833,63.95,-22.32,90,60,6.53,RU,1707514227
168,mejit,10.2753,170.8646,26.35,81,99,11.9,MH,1707514227
169,ambovombe,-25.1667,46.0833,23.61,85,4,3.35,MG,1707514228
170,auki,-8.7676,160.7034,27.04,86,99,7.19,SB,1707514229
171,new norfolk,-42.7826,147.0587,13.29,56,0,0.78,AU,1707514229
172,mount isa,-20.7333,139.5,23.87,94,49,2.06,AU,1707514229
173,novyy urgal,51.0736,132.5642,-30.95,100,100,0.62,RU,1707514230
174,wakkanai,45.4094,141.6739,-8.84,81,94,4.02,JP,1707514230
175,lihue,21.9789,-159.3672,24.58,76,40,3.09,US,1707514231
176,colonia,50.9333,6.95,12.55,81,20,4.12,DE,1707514213
177,prince rupert,54.3161,-130.3201,3.83,93,100,12.35,CA,1707514232
178,cabo san lucas,22.8909,-109.9124,22.01,63,75,5.14,MX,1707514229
179,zaragoza,41.6561,-0.8773,15.01,83,75,5.14,ES,1707514118
180,green,40.9459,-81.4832,16.96,55,40,7.2,US,1707514233
181,paita,-5.0892,-81.1144,27.42,76,72,6.06,PE,1707514234
182,quepos,9.4236,-84.1652,29.6,68,15,2.46,CR,1707514234
183,marka,1.7159,44.7717,26.3,85,16,8.67,SO,1707514235
184,agat village,13.3886,144.6585,26.52,78,20,5.14,GU,1707514235
185,saipan,15.1355,145.701,25.39,78,0,5.66,MP,1707514236
186,tolanaro,-25.0319,46.9987,26.04,89,40,5.14,MG,1707514236
187,noosa heads,-26.3833,153.15,24.63,75,82,6.8,AU,1707514237
188,darasun,51.6667,114.0,-20.06,99,85,0.83,RU,1707514237
189,remire-montjoly,4.9167,-52.2667,29.02,79,75,5.66,GF,1707514237
190,tura,25.5198,90.2201,10.25,63,0,2.0,IN,1707514238
191,sitka,57.0531,-135.33,4.94,70,100,11.32,US,1707514238
192,malango,-2.9627,119.9001,19.45,95,83,1.08,ID,1707514239
193,kapa'a,22.0752,-159.319,24.99,76,40,3.09,US,1707514239
194,pahlgam,34.0333,75.3333,-11.27,64,0,6.86,IN,1707514239
195,lata,40.1629,-8.3327,12.12,91,91,5.65,PT,1707514240
196,kut chap,17.4257,102.5669,17.04,74,87,2.89,TH,1707514240
197,revda,56.801,59.9303,-16.97,92,100,4.57,RU,1707514241
198,kuching,1.55,110.3333,26.69,97,40,0.0,MY,1707514241
199,kodiak,57.79,-152.4072,3.73,100,100,3.09,US,1707514241
200,haiku-pauwela,20.9219,-156.3051,24.47,68,40,3.09,US,1707514242
201,salalah,17.0151,54.0924,22.11,47,0,1.5,OM,1707514242
202,wynyard,-41.0,145.7167,13.28,59,100,5.01,AU,1707514243
203,jaffna,9.6685,80.0074,27.13,68,99,6.01,LK,1707514243
204,tocopilla,-22.092,-70.1979,25.84,66,14,6.42,CL,1707514243
205,sulak,43.2734,47.5146,10.07,75,6,8.3,RU,1707514244
206,kerikeri,-35.2268,173.9474,21.06,93,100,0.77,NZ,1707514244
207,pontes e lacerda,-15.2261,-59.3353,32.84,46,97,2.54,BR,1707514244
208,carnarvon,-24.8667,113.6333,26.84,58,0,6.89,AU,1707514245
209,aasiaat,68.7098,-52.8699,-17.33,74,100,9.77,GL,1707514245
210,lompoc,34.6391,-120.4579,16.55,59,20,5.66,US,1707514245
211,roma,43.2128,-75.4557,15.48,48,0,4.12,US,1707514246
212,jackson,42.4165,-122.8345,8.75,70,100,0.89,US,1707514246
213,kourou,5.1552,-52.6478,29.03,87,65,3.75,GF,1707514247
214,zwedru,6.0667,-8.1281,25.99,54,8,2.37,LR,1707514247
215,velikiy novgorod,58.5167,31.2833,-17.23,100,28,0.58,RU,1707514248
216,teluk nibung,3.001,99.8164,24.56,88,92,1.19,ID,1707514248
217,manicore,-5.8092,-61.3003,27.24,78,99,1.27,BR,1707514248
218,kutum,14.2,24.6667,19.55,20,80,2.58,SD,1707514249
219,constantia,44.1833,28.65,7.38,79,70,4.54,RO,1707514250
220,puerto leguizamo,-0.1934,-74.7819,31.05,62,65,0.4,CO,1707514250
221,portland,45.5234,-122.6762,8.24,91,100,1.79,US,1707513933
222,sirte,31.2089,16.5887,16.96,37,47,5.54,LY,1707514252
223,isernhagen farster bauerschaft,52.4667,9.8333,9.99,95,0,2.06,DE,1707514252
224,kiunga,-6.1219,141.2906,24.01,97,100,0.06,PG,1707514252
225,luganville,-15.5333,167.1667,28.17,84,98,7.6,VU,1707514253
226,bankim,6.083,11.4905,23.93,29,4,0.2,CM,1707514253
227,porto uniao,-26.2381,-51.0783,24.53,60,39,0.69,BR,1707514254
